x[0,0,25],13.0
x[0,0,30],11.0
x[0,0,31],15.0
x[0,0,32],15.0
x[0,0,33],15.0
x[0,0,34],19.0
x[0,0,35],11.0
x[0,0,36],15.0
x[0,0,38],14.0
x[0,0,39],13.0
x[0,0,40],13.0
x[0,0,41],14.0
x[0,0,42],12.0
x[0,0,43],16.0
x[0,0,44],12.0
x[0,0,45],18.0
x[0,0,46],16.0
x[0,0,47],14.0
x[0,0,48],18.0
x[0,0,49],18.0
x[0,0,50],19.0
x[0,0,51],18.0
x[0,0,52],18.0
x[0,0,53],13.0
x[0,0,54],15.0
x[0,0,55],14.0
x[0,0,57],2.0
x[0,0,58],17.0
x[0,0,59],20.0
x[0,0,60],20.0
x[0,0,61],19.0
x[0,0,62],15.0
x[0,0,63],19.0
x[0,0,64],16.0
x[0,0,65],16.0
x[0,0,66],18.0
x[0,0,67],19.0
x[0,0,68],20.0
x[0,0,69],19.0
x[0,0,70],18.0
x[0,0,71],16.0
x[0,0,72],17.0
x[0,0,73],19.0
x[0,0,74],17.0
x[0,0,75],15.0
x[0,0,76],18.0
x[0,0,77],21.0
x[0,0,78],18.0
x[0,0,79],20.0
x[0,0,80],16.0
x[0,0,81],16.0
x[0,0,82],18.0
x[0,0,83],15.0
x[0,0,84],17.0
x[0,0,85],19.0
x[0,0,86],18.0
x[0,0,87],16.0
x[0,0,88],17.0
x[0,0,89],15.0
x[0,0,90],18.0
x[0,0,91],19.0
x[0,0,92],16.0
x[0,0,93],18.0
x[0,0,94],21.0
x[0,0,95],15.0
x[0,0,96],19.0
x[0,0,97],15.0
x[0,0,98],14.0
x[0,0,99],19.0
x[0,0,100],18.0
x[0,0,101],16.0
x[0,0,102],19.0
x[0,0,103],17.0
x[0,0,104],15.0
x[0,0,105],17.0
x[0,0,106],19.0
x[0,0,107],19.0
x[0,0,108],14.0
x[0,0,109],18.0
x[0,0,110],20.0
x[0,0,111],17.0
x[0,0,112],16.0
x[0,0,113],18.0
x[0,0,114],20.0
x[0,0,115],17.0
x[0,0,116],16.0
x[0,0,117],15.0
x[0,0,118],20.0
x[0,0,119],19.0
x[0,0,120],15.0
x[0,0,121],19.0
x[0,0,122],17.0
x[0,0,123],17.0
x[0,0,124],17.0
x[0,0,125],21.0
x[0,0,126],14.0
x[0,0,127],17.0
x[0,0,128],16.0
x[0,0,129],21.0
x[0,0,130],18.0
x[0,0,131],19.0
x[0,0,132],15.0
x[0,0,133],19.0
x[0,0,134],19.0
x[0,0,135],18.0
x[0,0,136],17.0
x[0,0,137],18.0
x[0,0,138],17.0
x[0,0,139],16.0
x[0,0,140],14.0
x[0,0,141],18.0
x[0,0,142],16.0
x[0,0,143],16.0
x[0,0,144],17.0
x[0,0,145],15.0
x[0,0,146],17.0
x[0,0,147],17.0
x[0,0,148],19.0
x[0,0,149],20.0
x[0,0,150],20.0
x[0,0,151],20.0
x[0,0,152],18.0
x[0,0,153],16.0
x[0,0,154],19.0
x[0,0,155],16.0
x[0,0,156],18.0
x[0,0,157],18.0
x[0,0,158],21.0
x[0,0,159],17.0
x[0,0,160],21.0
x[0,0,161],19.0
x[0,0,162],17.0
x[0,0,163],20.0
x[0,0,164],16.0
x[0,0,165],20.0
x[0,0,166],18.0
x[0,0,167],19.0
x[0,0,168],17.0
x[0,0,169],15.0
x[0,0,170],16.0
x[0,0,171],14.0
x[0,0,172],19.0
x[0,0,173],18.0
x[0,0,174],20.0
x[0,0,175],19.0
x[0,0,176],18.0
x[0,0,177],16.0
x[0,0,178],16.0
x[0,0,179],18.0
x[0,0,180],18.0
x[0,0,181],20.0
x[0,0,182],17.0
x[0,0,183],18.0
x[0,0,184],16.0
x[0,0,185],19.0
x[0,0,186],17.0
x[0,0,187],18.0
x[0,0,188],17.0
x[0,0,189],16.0
x[0,0,190],18.0
x[0,0,191],21.0
x[0,0,192],18.0
x[0,0,193],15.0
x[0,0,194],17.0
x[0,0,195],19.0
x[0,0,196],19.0
x[0,0,197],16.0
x[0,0,198],19.0
x[0,0,199],17.0
x[0,0,200],20.0
x[0,0,201],18.0
x[0,0,202],14.0
x[0,0,203],18.0
x[0,0,204],17.0
x[0,0,205],16.0
x[0,0,206],19.0
x[0,0,207],15.0
x[0,0,208],16.0
x[0,0,209],21.0
x[0,0,210],14.0
x[0,0,211],20.0
x[0,0,212],20.0
x[0,0,213],16.0
x[0,0,214],15.0
x[0,0,215],15.0
x[0,0,216],19.0
x[0,0,217],15.0
x[0,0,218],16.0
x[0,0,219],20.0
x[0,0,220],19.0
x[0,0,221],15.0
x[0,0,222],17.0
x[0,0,223],15.0
x[0,0,224],20.0
x[0,0,225],17.0
x[0,0,226],18.0
x[0,0,227],19.0
x[0,0,228],18.0
x[0,0,229],17.0
x[0,0,230],17.0
x[0,0,231],15.0
x[0,0,232],19.0
x[0,0,233],17.0
x[0,0,234],15.0
x[0,0,235],14.0
x[0,0,236],16.0
x[0,0,237],17.0
x[0,0,238],17.0
x[0,0,239],19.0
x[0,0,240],15.0
x[0,0,241],19.0
x[0,0,242],19.0
x[0,0,243],20.0
x[0,0,244],16.0
x[0,0,245],14.0
x[0,0,246],21.0
x[0,0,247],15.0
x[0,0,248],15.0
x[0,0,249],18.0
x[0,0,250],18.0
x[0,0,251],18.0
x[0,0,252],16.0
x[0,0,253],20.0
x[0,0,254],16.0
x[0,0,255],20.0
x[0,0,256],20.0
x[0,0,257],17.0
x[0,0,258],14.0
x[0,0,259],19.0
x[0,0,260],16.0
x[0,0,261],18.0
x[0,0,262],17.0
x[0,0,263],16.0
x[0,0,264],19.0
x[0,0,265],15.0
x[0,0,266],17.0
x[0,0,267],19.0
x[0,0,268],20.0
x[0,0,269],20.0
x[0,0,270],16.0
x[0,0,271],19.0
x[0,0,272],16.0
x[0,0,273],17.0
x[0,0,274],15.0
x[0,0,275],19.0
x[0,0,278],2.0
x[0,0,279],8.0
x[0,0,280],5.0
x[0,0,282],2.0
x[0,0,283],5.0
x[0,0,284],4.0
x[0,0,285],5.0
x[0,0,286],1.0
x[0,0,287],15.0
x[0,0,288],18.0
x[0,0,289],15.0
x[0,0,290],17.0
x[0,0,291],18.0
x[0,0,292],20.0
x[0,0,293],21.0
x[0,0,294],17.0
x[0,0,295],21.0
x[0,0,296],15.0
x[0,0,297],17.0
x[0,0,298],19.0
x[0,0,299],18.0
x[0,0,300],18.0
x[0,0,301],19.0
x[0,0,302],17.0
x[0,0,303],16.0
x[0,0,304],16.0
x[0,0,305],21.0
x[0,0,306],18.0
x[0,0,307],21.0
x[0,0,308],19.0
x[0,0,309],16.0
x[0,0,310],17.0
x[0,0,311],18.0
x[0,0,312],17.0
x[0,0,313],14.0
x[0,0,314],17.0
x[0,0,315],20.0
x[0,0,316],17.0
x[0,0,317],16.0
x[0,0,318],16.0
x[0,0,319],20.0
x[0,0,320],16.0
x[0,0,321],16.0
x[0,0,322],20.0
x[0,0,323],15.0
x[0,0,324],16.0
x[0,0,325],14.0
x[0,0,326],21.0
x[0,0,327],16.0
x[0,0,328],17.0
x[0,0,329],16.0
x[0,0,330],17.0
x[0,0,331],19.0
x[0,0,332],19.0
x[0,0,333],15.0
x[0,0,334],17.0
x[0,0,335],19.0
x[0,0,336],16.0
x[0,0,337],20.0
x[0,0,338],19.0
x[0,0,339],16.0
x[0,0,340],18.0
x[0,0,341],20.0
x[0,0,342],16.0
x[0,0,343],15.0
x[0,0,344],15.0
x[0,0,345],16.0
x[0,0,346],19.0
x[0,0,347],17.0
x[0,0,348],19.0
x[0,0,349],17.0
x[0,0,350],17.0
x[0,0,351],16.0
x[0,0,352],15.0
x[0,0,353],21.0
x[0,0,354],16.0
x[0,0,355],17.0
x[0,0,356],17.0
x[0,0,357],15.0
x[0,0,358],19.0
x[0,0,359],19.0
x[0,0,360],14.0
x[0,0,361],16.0
x[0,0,362],15.0
x[0,0,363],19.0
x[0,0,364],19.0
x[0,1,22],1.0
x[0,1,25],8.0
x[0,1,30],8.0
x[0,1,31],8.0
x[0,1,32],12.0
x[0,1,33],14.0
x[0,1,34],12.0
x[0,1,35],10.0
x[0,1,36],7.0
x[0,1,38],7.0
x[0,1,39],9.0
x[0,1,40],9.0
x[0,1,41],9.0
x[0,1,42],10.0
x[0,1,43],11.0
x[0,1,44],8.0
x[0,1,45],11.0
x[0,1,46],12.0
x[0,1,47],13.0
x[0,1,48],14.0
x[0,1,49],13.0
x[0,1,50],10.0
x[0,1,51],11.0
x[0,1,52],14.0
x[0,1,53],10.0
x[0,1,54],8.0
x[0,1,55],7.0
x[0,1,58],13.0
x[0,1,59],14.0
x[0,1,60],13.0
x[0,1,61],10.0
x[0,1,62],12.0
x[0,1,63],12.0
x[0,1,64],11.0
x[0,1,65],14.0
x[0,1,66],12.0
x[0,1,67],11.0
x[0,1,68],12.0
x[0,1,69],12.0
x[0,1,70],11.0
